reviewText,unixReviewTime,reviewTime,rating,label
"I should have turned it off as soon as I saw it was based on a true story, that never works out.  With Wahlberg and Johnson I kept thinking it would get better, but like a train wreck it never did but you keep hoping for the best.  This was not an interesting story nor does it have any redeeming values, just poor acting, strained story line and it went on forever.  This whole story could have been told in the nightly news in about 3 minutes and you would have heard every thing necessary to develop an opinion.  Not entertaining, just sad that people behave this way.",1413849600,"10 21, 2014",1.0,-1
"I thought it was a well-played out B-Horror movie. The Zombie Pirates make-up were hideous at the beginning when they first show 'em, however i didn't like how it ends, that was wack even for a low b-movie like this. That is why i didn't give the film the fifth star.",1468108800,"07 10, 2016",4.0,1
I honestly do not remembered this movie service froze several times during the movie and made the enjoyment of it forgettable,1429660800,"04 22, 2015",3.0,0
"This movie was not what you would call good, but it was fun.  If you can get past lots of half naked girls bouncing around and a gang of made up creeps trying to kill the main character, it is a fairly fun movie.  The T-Rex is living under the ocean and the main character accidentally wakes him up.  Of course someone steals one of the eggs and the baby T-Rex emerges, just as mean as it's mom.  Mom goes looking for the baby and is happy to eat anyone in the way.",1425340800,"03 3, 2015",3.0,0
Purrfect!,1441324800,"09 4, 2015",5.0,1
"there's a lot of great jousting scenes in this one, a great cast and a very funny part by Alan Tudyk(28 Days, TV's Firefly) who is just great. though it lacks with its music choices and the signing and dancing really hurt my corneas. otherwise its enjoyable for its time.",1066608000,"10 20, 2003",3.0,0
It was a pretty big let-down compared to the first versions I wouldn't not advise anyone to waste their time,1461283200,"04 22, 2016",1.0,-1
"Detective Mitch Preston (Robert De Niro) is a hard working detective for the LAPD who cares about the job and the responsibility that comes with it.  When a drug bust goes bad Mitch is ordered to work with a TV station that wants to make a reality cop show in order to prevent a $10 million law suit.  The incompetent Trey Sellers (Eddie Murphy), who only cares about his acting career, is going to be his sidekick.  These two characters face a new threat on the streets, which can be extremely fatal to the police force.  Showtime is an humorous action comedy with contrasting characters which add to the entertainment.",1038960000,"12 4, 2002",3.0,0
"Wallace and Gromit: A Matter of Loaf and Death / B001OC6RZAMy family and I are long-time lovers of ""Wallace and Gromit"", but we just hated ""Loaf and Death"". Someone on the production team apparently felt that W&G needed a 'dark and edgy' upgrade to appeal to a wider demographic, so ""Loaf and Death"" was created with all the basic plot points of ""Close Shave"", but with the violence and insanity ramped up to 11, and with all the charm sucked out with nary a backward glance.""Close Shave"" was fun and amusing because, despite the potentially dark subject matter of sheep being stolen in a nefarious plot to grind them into dog meat, (a) nobody ever got seriously hurt (including the villain, due to a timely Made of Steel revelation), and (b) the plot was so over-the-top amusing, with hilarious moments that burned indelibly into the memory: most memorably the ""organized"" motorcycle riding sheep.""Loaf or Death"" has none of those amusing moments, despite a few throw-away jokes. The story is immediately darker than ""Close Shave"", as human bakers in the area have been murdered in a recent crime spree. The lady of the hour, Wallace's new love, is of course the culprit - and the movie makes no bones about the fact that she is incredibly insane (filling her bedroom with wooden clothes models, wearing the baker hats of her dead lovers) and that she is abusing her French poodle. Yes, you read that right - the ""Shaun the Sheep"" of this movie is a pretty girl poodle who is openly abused by her mistress - even being hit so hard with a shovel that she leaves a cartoon 'outline' in the shovel. Ha, ha, ha, I'm not laughing. In yet another ""funny"" moment, Wallace's insane fiance bites her own arm in order to incriminate Gromit - the scene is way more disturbing than it sounds.Although ""Loaf and Death"" retains the iconic W&G look, the feel is that of a series that has been handed over to a brand new team of writers and developers. Even W&G have been flanderized - Wallace's signature neglect and misunderstanding of Gromit has blossomed into outright abuse of his position as 'master', such as when Wallace decides not to go out in the rain on an errand and 'cunningly' sends Gromit instead. This sort of character change really undermines the entire relationship between the two main characters - as Wallace becomes less of an innocent dupe in need of defending and just another human-who-won't-see-Gromit-as-an-equal, and therefore deserving of their fate.I would not recommend this new featurette. I wish for myself that I had not seen it at all.~ Ana Mardoll",1266019200,"02 13, 2010",1.0,-1
"Viewers are no strangers to this kind of flick. The romanticizing of a clever heist man with the dogged detective who cannot quite seem to bring him in. Then there's the big job that might, or might not succeed that will either let our hero retire or send him to jail. This is not one of the better outings.Here's the scoop. Kevin Spacey plays Michael Lynch, a Dubliner who is clever and kind. He pulls off his jobs and no one gets hurt. He's married (to Linda Fiorentino) with kids but also has a loving relationship with his sister in law. His wife is fine with that. Detective Noel Quigley (Stephen Dillane) has arrested Lynch and gotten him into court but Lynch always prevails. Now Lynch is after the big score involving a highly priced piece of art. Will he win the day or land in jail?This is a fun enough romp. I like Spacey and he has a notable crew with veterans Peter Mullen, David Hayman and Colin Farrel. This must have been early in Farrel's career as he is little more than window dressing. I suppose it is curious that two of the main characters, Spacey and Fiorentino are from the states. I guess the Weinstein boys had their sights set across the pond. Anyway...this is just Okay. A bit diverting I suppose but it needed to be more clever and needed more tension. I never doubted the outcome. And since this has been done before that is something the writer/producers/director should have attended to. And something happens in the climax (that the outcome relies on 100 %) and so iffy I cringed that it was included at all.Like I said. It's watchable and you like the characters well enough. Just don't get your hopes up.",1401753600,"06 3, 2014",3.0,0
"I liked this movie, but there was too much killing and disembowelment. Most of the movie was a mystery, only revealed to us at the end. Too close to the end for my taste. The unravelling did not slowly develop. This is yet another low budget, B-rated movie, with no-name actors, but the actors did a good job. The idea of the story was a good one. The emplimintation was lacking. But I have seen much worse and would gladly watch this one again. We should have seen what happened to the boyfriend of the surviving teen at the end. The sister of the killer, while quite a character was useless. A letter from her could have substituted.Knock! Knock! Who's there?  A good story gone awry.",1209859200,"05 4, 2008",2.0,-1
"I missed this show when it originally aired many years ago, but have been curious about it because of the legendary reputation it has (especially the Sonny Steelgrave arc).  I'm a cop show fan, so I was intrigued, and when the chance came for me to pick this set up, I grabbed it.  Let me tell you, the show creaks in certain spots, but it still retains the power and urgency despite the time that has passed since it aired.This is probably Ray Sharkey's best work (what a great actor, such a shame he passed so soon). Ken Wahl gives a great, haunted performance, and veteran Johnathon Banks, is as reliable as ever.This is a remarkable show that will stay with you long after the final credits roll.Buy it.",1172534400,"02 27, 2007",5.0,1
I was a teenager when this showed aired.  Still funny after all these years.  Keep in mind that this show was made in the late '70's so it does contain racial/sexist comdey.  The writing and acting are sharp and it was filmed in front of a live studio audience so the laughter is real not canned,1438646400,"08 4, 2015",5.0,1
"Stereotypical Boston Southie, really all South Boston residents are edgy Irishmen?? Really?",1463702400,"05 20, 2016",2.0,-1
"I am not sure what went wrong.  I ordered this 24 hr title and it is still in my library, telling me I have over 24 days left to view it!!!!!!  Please remove it without charging me any further fees.  2 other movies I rented this past week came and went properlyHelen Gerdon",1391212800,"02 1, 2014",3.0,0
"First, I must say that I am very familiar with the Warrens, paranormal investigators in Connecticut. I think this film does justice to some their work. Director James Wan's THE CONJURING is truly frightening, but there is beauty in the details here. It is a very interesting film in that respect, yet very aluring and hypnotic at least for me. The visual quality of this film is mesmerizing. It draws you in and never lets go. There is truth, there is beauty in the simplicity of the narrative. I have friends who knew the real paranormal investigators Ed Warren and Lorraine Warren. This film is a bit personal for me. One thing that drew me to this film was the 1-sheet poster. It spoke to me. The Wilmington, North Carolina locations were a good choice. Those locations really capture the mood. I know.",1379808000,"09 22, 2013",5.0,1
"What was this!? This whole PPV was pathetic! Every match was terrible, some matches I had to fast forward through because they where so boring they almost made me go to sleep! The main event was the only good match on the whole card, while all the others where horrible.",1037923200,"11 22, 2002",1.0,-1
"The description of the product says there is an empty slot for the new upcoming James Bond movie,number#23,""Skyfall""{in theatres November 9,2012}.Does this mean they mail this movie to you when it is time for it's release to home video,or do you have to buy it separately first to put it into this box set?!For the price you have to pay you would think or would hope that ""Skyfall"" will be mailed to you free-of-charge for the very expensive cost of this box set, at least it sure would be an extra added bonus special incentive to want to purchase this very costly box set. Also among the new bonus extra features is there any new deleted footage from any of the films that has NEVER been seen before?!",1338076800,"05 27, 2012",5.0,1
"American International Picture's spy-themed 1965 follow-on to their successful&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Beach-Party-series/dp/B000PMFRXS/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Beach Party series</a>&nbsp;does not measure up to its teen-fun predecessors nor its spy-film lampooning peers. Frankie Avalon and Dwayne Hickman each made better teen films, and though co-star Vincent price is a hoot and Susan Hart is hot, the screenplay is a dud. Worse yet, the script's original musical bent was trimmed down to only the terrific Guy Hemric/Jerry Styner-penned theme song. The film's low production values are mediated by great location footage of San Francisco and a terrific claymation title sequence by Gumby's creator, Art Clokey. Like any number of 1960s spy films - dramas and comedies - there's a lot of opportunity to pick out things Mike Myers poached for his Austin Powers series, not least of which are the gold bikini clad fembots. Lots of slapstick from the entire cast (which includes character actor Jack Mullaney), and some entertainingly bad green screen work in which Avalon and Hickman ride a motorbike amongst what seem to be gigantic trucks and cars. Keep your eye peeled for cameos from several AIP Beach Party stars. The original Beach Party films are better entertainment (particularly for their musical content) and better mid-60s spy spoofs can be found, but if you've exhausted both genres, see this one for completeness. Nice crisp print, but the original trailer is the only extra. [2009 hyperbolium dot com]",1246665600,"07 4, 2009",3.0,0
"Great cast ,great acting, horrible script HORRIBLE directing. If u can get past the first 50 min its tolerable. I regret the 7 bucks I paid to see this the previws looked amazing! But,I was mistaken. Please listen to me and ATLEAT rent it before you buy it!!",1329955200,"02 23, 2012",2.0,-1
"Not sellers fault, but in all carols shows, these on this DVD were not her best I feel....for a Christmas theme, didn't have the laughs I was expecting, she had better Christmas shows, but not on this one!!!",1409788800,"09 4, 2014",2.0,-1
"This film is based on the book by Nikolai Gogol, and as such has stuck to the patriotic theme that he adopted for reasons of conformity at the time. That being said I decided to judge it as a film in its' own right. It tells the story of the legendary Taras Bulba who, in the 16th Century took on the enemies of the Cossacks with his two sons.They, his sons,  were first sent to be trained by the monks and returned as men, but not Cossacks so he takes them off to the Cossack `finishing school', where he discovers that a shameful truce has been signed by the `ataman' a spiritual and de facto leader, with the Sultan (his enemy). Taras then orchestrates an embarrassing show down to get him removed and replaced by someone with more war like tendencies. Just as he has the mob whipped up into a frenzy of Islamophobia, some of his comrades turn up with news that all of his men, livestock and family have been murdered by the invading Poles, who are in collusion with the Tartars, Roman Catholics and worst of all Jews. So we have a smorgasbord of hatred and retribution brewing up. First thing is a Jewish pogrom, but Taras intervenes, and then takes them all to fight the Poles.His youngest son has also fallen for the daughter Elizabeta, of the Tartars -she looks a bit like Britney Spears (with hair that is). She is with her father who is sheltering with the Polish garrison. What follows is a tale of Shakespearian tragedy. Taras faces one battle after another. Speaking of which, there are lots of battles and the siege scenes are excellent, with little or no CGI as far as I could tell. There is masses of gore and proper hand to hand fighting. Bogdan Stupka as Bulba is a tour de force, but director Vladimir Bortko manages to illicit strong performances from all those concernd. There is a big however, and that is when they come to some of their `am dram' deaths and start wailing on about how great Mother Russia is, before finally expiring. One would have been tolerable but after the third it gets to be a bit wearisome, and not in the slightest bit believable. That is the movies downfall it has sacrificed cod propaganda and sentimentality for even a veneer of authenticity.It is in Russian and Polish with English sub titles, when they speak Polish it is translated verbatim into Russian! Still I did ruddy well enjoy this film and as it is over two hours long, that has done well to keep my attention, the costumes are excellent, the music is great and the cast of thousands was very much appreciated, but I have to judge on the whole package, so not quite a four star offering, but very close indeed.",1316304000,"09 18, 2011",3.0,0
did not like,1478736000,"11 10, 2016",2.0,-1
Just OK. It was a typical Hollywood action packed predictable movie.,1445817600,"10 26, 2015",3.0,0
This was very nostalgic as I was a 9-year veteran of the Strategic Air Command.  The movie was very accurate in the mood of Air Force people when an ORI (Operational Readiness Inspection) came to town.  This inspection was a 'make-or-break' situation for leadership and was a great depiction of what happened in real life.  Can't say enough about Rock Hudson's portrayal as the wing commander.  One of the neat little side points for me is that one of the extras in the movie who portrayed an aircraft mechanic was an authentic Air Force CMSgt - I worked for him in a later assignment and he often was referred to as 'the movie star'.  A good movie that I will watch again.  I'm waiting now for arrival of 'Strategic Air Command' with Jimmy Stewart and then I'll be in SAC-heaven.  Buy both of these movies for your collection.,1452729600,"01 14, 2016",5.0,1
Bad remake.,1426809600,"03 20, 2015",3.0,0
"This disc is, in effect, the broadcast programme from the Proms as broadcast by the BBC but with an important modification.The musical side of the issue is largely very good but with some major reservations as follows. There are four Coronation Anthems and these were all performed at this concert. However on the disc the second of the anthems can only be accessed as a `bonus'. Even worse, it is only available in stereo and the imaging is extremely poor. The drop in technical standard is startling and its relegation to 'bonus' status suggests that the producers realise that it is simply not good enough for the main program.The organ concerto is performed in a very strange way indeed with hesitations and stops in the flow of the solo part which is totally disruptive in its effect. Why this is performed in this way is not explained but it sounds like a beginner who keeps losing their place and stopping before continuing. Perhaps this is supposed to suggest improvisation. It doesn't work. Other reviewers dislike this for the same reasons so beware.Carolyn Sampson is so good as to be almost worth the price of the disc alone. Her `Myself I shall adore' aided with the prop of a hand mirror is unforgettably amusing and I am sure would have delighted Handel who was well known to have had a mischievous sense of humour.Unfortunately all of the above comes with ebullient contributions from the announcer between every single item. This may be OK for a television broadcast but is insufferable for repeat viewing. Furthermore the sound level for this extreme level of enthusiasm is at a higher decibel level than the music as the announcer raises her voice to be heard over the audience in the hall. Surely this could have been relegated to that of a `bonus' feature? As it stands this is yet another disincentive for considering a purchase of this disc.So in summary -  5 stars for Carolyn Sampson and 3 of the anthems, 2 stars for the concerto, no stars for the `bonus' 2nd anthem and, if it were possible, minus stars for imposed announcer commentary and awful recording quality of the bonus anthem. All my reservations are mentioned by other reviewers so not just a rogue review here. I would advise considerable caution before purchasing this disc.This could have been so good. What a pity. This is a heavily compromised issue therefore, and in my opinion is not worth more than two stars. There are simply too many flaws in the production coupled with a questionable approach to the concerto.",1343001600,"07 23, 2012",2.0,-1
Terrible movie.  Just terrible.  Don't waste your time. We watched it because it had Mark Wahlberg and the Rock and we like their other movies.  Don't do it!,1425081600,"02 28, 2015",1.0,-1
I thought it was an entertaining film.,1465689600,"06 12, 2016",4.0,1
movie a lot of hype- slow not worth the costover priced over hyped don't waste  your moneywill not recommend,1386633600,"12 10, 2013",3.0,0
"INTERESTING, WELL ACTED; ENDING WAS A BIT UNSATISFYING, THOUGH.",1470700800,"08 9, 2016",3.0,0
Good story,1426032000,"03 11, 2015",5.0,1
"This is one of the strangest looking films I can remember. The sets make this film look like a biblical soap opera gone futuristic. I am not sure if this was director Victor Saville's intent or not. Filmed in CinemaScope by William V. Skall, it just looks so offbeat. In fact, Skall was nominated for an Academy Award for his Color Cinematography on this film. Based on the novel by Thomas Costain, it deals with the trials and tribulations of a Greek craftsman, portrayed by a very young Paul Newman, who designed the cup used at the Last Supper. The cast includes voluptuous Virginia Mayo, a demented looking Jack Palance, Pier Angeli, Joseph Wiseman, Natalie Wood, E.G. Marshall, Lorne Greene and Alexander Scourby. Faring best is Jack Palance giving a cryptic performance as a master of illusions. Franz Waxman's Academy Award nominated score is excellent, outdoing the script and most of the performances. This was director Victor Saville's second to last film. It is a curious and interesting film, which certainly follows a different path. The cover of this VHS edition is just beautiful.",1078444800,"03 5, 2004",4.0,1
Like Vampire moves,1418688000,"12 16, 2014",4.0,1
"Slow and uninteresting, couldn't finish it.",1446940800,"11 8, 2015",1.0,-1
"The Man fromt's interesting enough Snowy River is an Australian effort that came out in 1982.  It's no Shane or even Jeremiah Johnson, but it's interesting enough (PG) for young audiences, perhaps even family, though it's a little much rawhide and occasional stampedes for pre-teenagers.  The plot's predictable enough- young cowboy coming of age in the 1880's.  Kirk Douglas (I have to say, obviously the box-office draw in a case like this), plays two leads simultaneously, brothers from the U.S.-one a self-made wealthy rancher, the other a now grizzled prospector seeking that gold-strike of a lifetime.  The hero, Jim Henry (Tom Burlinson's debut) slowly (and I do mean slowly, by most Western standards) develops into a self-respecting outback hombre, defying the wealthy Harrison's (Douglas) eventually shaky hold on his (Harrison's) daughter, Jessica (Sigrid Thornton, the love interest), while claiming the long-awaited manly nod of approval from the prospector Spur (also played by Mr. Douglas).  You get the expected occasional breath-taking sky-scapes and cast of cowboys (I speak as a yank galoot here, I suppose), galloping pell-mell over the landscape to secure the rancher's prize escaped horse.  It would have made a good Walt Disney production way back when.  I still wonder about Jim's achievement of manhood over exteriors as large as this one.",1467936000,"07 8, 2016",3.0,0
It's awesome!,1443916800,"10 4, 2015",5.0,1
Thoroughly enjoyed this series.  Highly recommended!,1441584000,"09 7, 2015",5.0,1
"""Cause he dodges bullets"" Avi.. Other Memorable parts: ""Oh that's my jam""! I can do without Del Toro And Pitt. Goldie makes a Cameo. Pretty funny .. Pretty good movie.",1238976000,"04 6, 2009",3.0,0
Never finished watching this film.  Too slow and boring for me.,1414368000,"10 27, 2014",2.0,-1
"I must have been watching a different movie from some of the other posters because this movie was not only boring but also rambling. Rob Zombie has this annoying trademark of doing everything but literaly forcing you to sympathize with the 'bad guys'. Between the generic and predictable back stories to the sappy music he plays around his antagonists. I LOVE the original Halloween and Halloween 2. As a matter of fact every Halloween movie but 3 was better, and SCARIER, than this movie. I would have loved it if Rob had just made another entry, an original one, in the series rather than trying to turn an already great movie into the generic troubled kid next door scenario. Most of Micheal Myers' mystique was NOT KNOWING what the hell was going on behind that mask. Knowing made me like him less and it made me see him as much less threatening. Two things I doubt Mr. Zombie was goinmg for. ALSO a few things that bothered me about the 're make'Myers family seemed to be a middle class working family that didn't seem to stand out for any reason in the original. In the remake they are poor white trash. Even the houses fence and landscaping are much different.They actualy show Micheal in Halloween 2 I think, Maybe 1, for a flash and hes not a long haired blonde kid.How the hell, in Zombies version, did Micheal know Laurie was his sister? And whynot kill her when he was a child? She was 'innocent' I suppose...blech. Thats the problem with over explaining things. You cant explain some of the minute details and not others that actualy lend to the story.So he pops out, or pops in, Loomis' eyes yet in the very next scene there is no blood and he can see? WTF.Laurie Strode was not as big a pussy in the original and Zombie killing her parents in this version seemed very silly.Rob Zombie, for the love of god please stop using the same cast in every movie. It may work for comedys but this is getting annoying.Some of you will say this wasn't a remake at all but a retelling of the story in Rob Zombie world...I say whatever. I DO NOT recommend this movie at all for any reason. This is the first horror movie ever that has actualy BORED me and I have seen ALOT of horror movies. Skip this one and remember Halloween and Micheal as they were...Scary and Interesting.",1200441600,"01 16, 2008",1.0,-1
it was ok,1423699200,"02 12, 2015",3.0,0
"Good for a classic movie, but not great like some of the other Vincent Price classics.  You will enjoy it, but not be dying to see it again.",1400112000,"05 15, 2014",3.0,0
"These stories were not Agatha Christie murder mysteries as I had hoped. They try to be psychological thrillers but come up very short of being thrilling. There are no murders and only weak mysteries if any. But if you set aside any ""Agatha Christie"" expectations, the programs are mildly enjoyable if only because they are so different from anything else you are likely to have seen on television. Still, I would be surprised if many people who view set one would ever buy set two.",1281657600,"08 13, 2010",3.0,0
Slow and predictable,1470700800,"08 9, 2016",3.0,0
Growing up watching Mr. Douglas all his great guests  all I have to say is excellent class act a legend .,1320192000,"11 2, 2011",5.0,1
"Hooray for the criminals.  They just stole YOUR money.  Let's cheer them on, WHOOPEEE.  The word that IMMEDIATELY came to my mind when I saw this was BOORING.  There is practically NO action till the end of the movie.  And when they pulled off 'The BIG STUNT"" I felt like falling asleep.  Two really stupid things in the movie was Julia Roberts pretending to be Julia Roberts.  That was just plain good ol fashioned STUPID.  Brad Pitt thinks that he is hot stuff and comes across as annoying.  Boring Movie that as Overrated-THE END",1113436800,"04 14, 2005",2.0,-1
no good as expected,1444521600,"10 11, 2015",2.0,-1
"I haven't seen one complete episode of the original show which in fact gave me the opportunity of viewing it without any influences as to how it should or shouldn't have been portrayed.Wow!  What a waste of space and time.  This over hyped nightmare was simply God awful. This ended up being worse than Battlefield Earth but without the Travolta.  The only good thing about this flick was, that I rented it and saved monies by not buying the thing.What gives with you people that ranted and raved about how good of a film this was?  Give me a break, it was terrible.  Had John Travolta been given a second chance and consequently played the role of Spock, Mike Myers as Scottie and Jim Carrey playing the part of Uhura, this would have been a huge blockbuster hit.",1258502400,"11 18, 2009",1.0,-1
"""Room 514"" is an artfully crafted movie. Using only a handful of actors and dominated by the claustrophobic confines of the title interrogation room, it lays out the story of Anna, an underdog Israeli army investigator. Anna is a conscripted military investigator seeking insight into events that take place beyond far beyond her span of control (an operational unit in the Israeli/Occupied territories, and persons of interest that increase in rank --and their commitment to the military as a career) as she defies logical processes that might convince her to just let go.Viewers without some familiarity with the Israeli military (and its mostly compulsory military service) and the political climate of the Levant will be challenged to take away much from this movie. This is not the movie's fault, since it's Israeli made (in Hebrew with English subtitles). Beyond that, even with the sparest of sets and actors, familiar military movie tropes abound:-conscript vs. careerist-enlisted vs. officer-junior investigator vs. senior accused-forward operational issues vs. rear echelon regulation.Anna reveals multiple issues during the course of her face to face and telephonic issues: mommy issues, male/daddy issues, issues with authority. An extended --and I would argue, gratuitous, even with both participants fully clothed-- ""tryst"" with her lover in the interrogation room does little to advance the story, while doing plenty to prompt questions about Anna's ultimate regard for the institution she is professing to serve with the truth.In the end, I found the craft of this movie to overwhelm its narrative, and wished we could have had at least as much information as Anna did as each conversant appeared. Between the lack of context and the jarring, single-room venue that dominates, this movie takes a lot of work to absorb.Is this movie worth renting and the time it takes to watch it? Absolutely. But if you've entered it with high expectations based on critical acclaim from film festival buzz, you might want to temper those.Note: Film Movement provided a copy of this movie for review.",1371340800,"06 16, 2013",3.0,0
"I did not care for Superbad or KnockedUp or similar comedies and movies,sadly new style comedy isn't doing it for me,Bridesmaids is semi-Funny and geared towards a female audience from a vulgar point of view at times. Maya Rudolph I had to do a double take on her cause' she looked nothing like her former self and Sadly Newer SNL is not funny so I don't really care for actors from the New SNL.I watched it cause it was a freebie and it seemed to fill the time but It wouldn't be something I'd go outta of my way to purchase.",1324252800,"12 19, 2011",3.0,0
Had to return it. The last disc would not play!,1488499200,"03 3, 2017",1.0,-1
"Father Amaro (Gael Garcia Bernal) is a young priest sent to work in the small, rural town of Los Reyes, Mexico. Father Amaro is idealistic at first. But soon discovers that his senior priest, Father Benito, has an ongoing affair with a local woman named Sanjuanera and that he is also laundering drug money for some murderous narco-traffickers in order to raise funds to build a ""First World quality"" hospital.Soon Father Amaro finds himself involved in his own forbidden love affair with a romantically obsessed young girl named Amelia (Ana Claudia Talacon). When Amelia becomes pregnant the selfish Father Amaro seeks to protect his own career by pressuring Amelia into having an abortion. But the illegal abortion is botched and Amelia ends up bleeding to death. Yet, despite all his horrific misdeeds, Father Amaro is wrongly credited as being a hero for trying to save Amelia while the blame for her pregnancy and abortion is falsely placed on her ""heretic"" ex-boyfriend.This movie depicts a tragedy of Shakespearean proportions, with the worst characters, most notably Father Amaro himself, making out fine. While those with good intentions tend to suffer. For instance, the idealistic Father Natalio is ex-communicated by the Church for his devotion to a village of poor peasants. So, yes, this movie does offer a critique on the corruption within the Catholic Church. But, more importantly, it is about the corruption of the soul, which each of us, as human beings, are susceptible to.""The Crimes Of Father Amaro"" was one of the first in what has turned out to be a long line of intelligent, artistic Mexican films made over the last 5 years. I also highly recommend ""Amores Perros"" and ""Y Tu Mama Tambien"". This is a great movie. Go watch it!",1173312000,"03 8, 2007",5.0,1
"This one completely slipped my notice multiple times, and I had no interest but boredom when I put it on. It proceeded to take an ungodly amount of time to get to the actual story, but somehow managed to keep me intrigued with a litany of seemingly loosely related snippets involving Muirhouse talking about ghost hunting and what he does, discussing it on a radio show or via interviews.Then we begin with him going into a haunted house with his setup of cameras, and he almost immediately starts getting the spooky ghosty encounters.The way they were executed and filmed was sublime in its subtlety, and at most points is ambivalent enough to be unclear if it actually is a spooky ghost or a home invader seeking solely to scare and harass him as he ghost hunts.The ""jump scare"" moments are fairly typical but also incredibly creepy given the ""found footage"" realism-style it was going for.But once it reaches a long, extended sequence of quiet dread, in which you're left looking over every inch of the screen for any sign of something anomalous while Muirhouse is just staring around, waiting to hear something pounding upstairs or a door slamming again, it abruptly goes all-in with its ghostly climax...And then it just suddenly ends.I'm someone who absolutely loves certain things, and in particular found footage horror/sci fi movies, even if they're terrible. If they manage to become genuinely exciting or compelling, I often prefer them to not be overly long or indulgent for fear of spoiling the experience.This film went the complete other way, ending too soon after having done too little.",1521244800,"03 17, 2018",2.0,-1
"Love James Garner, but I had a hard time focusing on this one.",1464566400,"05 30, 2016",3.0,0
"This ""documentary"" is entirely unscientific. None of it is supportable. These are the FACTS:- The television set that you watched this movie on has a switching mode power supply that emits 10,000 times as much electromagnetic energy as your smart power meter,- Your compact disc machine that was spinning the Compact or Blu-Ray disc that you were watching has a switching mode power supply that emits 1,000 times as much electromagnetic energy as your smart meter,- The wireless broadband transmitter that was sending the wireless signal to your laptop or tablet computer was broadcasting a microwave signal that was 100 times as powerful as your smart meter,I'm just getting started.Your range top in your kitchen emits more than 1,000,000 times (that's not a typo, one million times) the microwave radiation of your smart electric meter.Ever wonder why they don't sell ""microwave oven leak detectors"" anymore? People were returning them to the stores saying they were malfunctioning because they were ""pegged"" when pointed at electric stovetop burners, hair dryers, and out the window onto the street. Fact is, they were working perfectly. All of those items emit microwave energy that is hundreds to millions of times what a microwave oven does.Your handheld hair dryer emits more than 1,000,000 times the microwave radiation of your smart meter; and you hold it pointed directly at your head for several minutes every morning after you get out of your shower.And the biggest microwave radiation emitter on the face of the earth (literally, on the face of the earth) is the asphalt road that runs in front of your home.When you see the ""heat wave"" rising from the street in front of your house on a summer day, that heat wave is 100% microwave radiation at an intensity that heats your entire body from the inside out. Can your ""smart"" electric meter do that?.Those are the scientific facts. No discussion, no proof, no argument. That ship has already sailed, those trains have already left the station. Those are the facts. All you have to do to verify these facts are go to your local High School and ask the Physics teacher to show you the chart she/he has on the wall of the ELECTROMAGNETIC SPECTRUM. Then ask him/her to explain to you something thermodynamics people call, ""Black Body Radiation"".That black asphalt in front of your house is being heated by the sun and photons are being absorbed and ""re-emitted"" from the asphalt. That high school physics teacher will tell you that is ""black body radiation"". He/she will also tell you all of it is in the microwave region of the electromagnetic spectrum. We are talking MILLIONS of watts of radiated microwave power. The person who wrote, directed, produced this ""documentary"" knows none of these facts.The writer, producer, director is trying to convince you that millionths of a watt (microwatts) from a Smart Power Meter is killing you, while he forgets to mention the megawatts of microwave energy you are exposed to crossing a black asphalt street on a sunny summer day.This movie is fear mongering of the most despicable kind.I have a ""smart meter"" on my house. I have ""smart meters"" on my rental property houses. Nobody in any neighborhood I own property in has had a house burn down. Nobody; from any cause. Period.  His ""proof"" that ""smart meters"" cause house fires is an anecdotal report from a phone call that wasn't recorded to a person who isn't named. His interview of a person whose ""house"" (?) burned down was an interview of someone whose ""house"" was in such poor / substandard condition that there is a greater likelihood that the owner set fire to that structure in order to collect the insurance money. The easiest ""person"" to blame was PG&E; so that's exactly what the owner did.My ""time of use"" payment plan means that I can run my air conditioner all night long for FREE. That's right, TXU has a free nights plan that allows me to use my dishwasher, air conditioner, clothes washer, and almost every big energy consumer at night for FREE. Currently, I pay an average cost for my electricity of $0.082 per kilowatt hour of service. That's lower than anybody else in my neighborhood pays. How do I do it? All of my appliances have a ""Delay Start"" feature that allows me to program them to start automatically after the free nights kick in. And I have a programmable thermostat that has the air conditioner run all night long.None of this would be possible without my SMART METER. Take back my power? I've already done that!",1440460800,"08 25, 2015",1.0,-1
Was a little silly but was entertaining.,1477785600,"10 30, 2016",3.0,0
Great movie can't wait to watch it,1432944000,"05 30, 2015",5.0,1
3 great alan ladd flicks.lucky Jordan 1942.oss 1946 and two years before the mast 1946.very good films .,1461715200,"04 27, 2016",5.0,1
Pretty good comedy.,1410566400,"09 13, 2014",4.0,1
"I probably shouldn't be rating this one - not a fan of the mean girl, teeny bopper movies - however this movie was okay - not great, not bad.  Plot was very predictable - in the end, mean girl loses.",1378944000,"09 12, 2013",3.0,0
